longitude,latitude,population,hs age,ave rm,ave br,ave occ,income,value
-122.23,37.79,999,30,3.8,1,3.8,1.9,137500
-122.29,37.98,2133,27,2.4,1,6.1,5.1,209800
-120,38.92,1106,17,2.6,1.2,6.1,3.3,126600
-119.69,36.38,1688,25,3.2,1.1,6.1,3.3,103100
-119.63,36.33,2928,14,2.9,1.1,5.2,1.8,67500
-118.44,34.18,2127,33,2.7,1.1,5.4,4.4,286100
-117.84,34.12,3465,25,3.2,1.1,6.5,4.8,228900
-117.77,34.1,2388,50,2.7,1.1,5.2,2.9,167200
-117.96,34.05,1993,32,3.6,1,5.2,3.7,181900
-118.49,34.02,1394,28,1.3,1.1,2.6,1.5,450000
-121.07,39.15,6828,15,2.3,1,5.2,2.5,143400
-117.98,33.76,3215,28,3.3,1,5.1,4,197400
-121.07,38.9,1280,52,2,1.1,4.8,1.7,122200
-121.49,38.59,463,20,2.6,1,2.4,1,85000
-121.5,38.52,2008,37,3,1.1,4.7,2.3,59100
-121.32,38.59,9774,21,2.7,1,5.7,3.7,136100
-117.23,32.75,1824,5,2.1,1.2,4.3,3.4,137500
-117.01,32.81,4203,21,2.7,1,7,5.3,193500
-120.45,34.65,980,25,3.7,1.1,4,2,87500
-122.01,37.31,6846,23,2.8,1,6.4,6.4,332000
-122.04,37.34,3081,28,2.7,1,6.7,7.5,432600
-120.84,37.5,2310,47,2.5,1.1,5.2,2.2,97300
-118.86,34.19,3135,26,3.2,1.1,6.8,6.2,243500
-122.26,37.84,950,52,2.4,1,4.8,4,188800
-122.28,37.81,948,35,2.8,1.1,5.6,1.8,118800
-121.87,37.66,775,52,2.6,1.1,6.3,5.1,233300
-121.84,39.76,2351,14,2.2,1.1,4.3,2.3,102300
-122.33,37.97,5151,19,2.2,1.2,4.4,3.3,158800
-119.24,35.77,1737,28,3.4,1,3.4,1.8,67800
-119.72,36.34,1287,33,2.8,1,6.1,3.2,112500
-118.26,34.1,2566,48,2.5,1,4.6,3.7,318600
-118.37,34.04,1197,52,3.1,1.1,5.5,3.8,278500
-117.89,34.1,3185,35,3.3,1,5.7,3.8,175900
-118.13,33.8,1509,41,2.6,1,4.8,4.1,223000
-118.18,33.78,3042,26,4.2,1.1,2.7,1.8,146200
-122.31,38.27,1748,34,2.6,0.9,5.8,4.4,194400
-117.47,34.07,1017,24,3,1.2,5.4,1.6,112500
-117.25,32.73,2224,37,2.4,1,6.5,6.3,400000
-121.33,38.04,2903,15,3.1,1,6.9,4.5,145600
-122.28,37.49,7335,25,2.5,1.1,7,6.5,500001
-121.45,39.26,2319,15,2.7,1.1,6,3.1,115600
-122.17,37.69,2262,24,3.1,1.1,6.2,4.8,212600
-121.69,39.36,842,34,3.9,1.1,5.1,1.8,63000
-119.97,36.57,1497,17,5.8,1.3,6.1,2,69400
-124.18,40.78,1076,33,2.8,0.9,4.6,2.5,72200
-118.02,34.14,1077,34,2.4,1.3,5.4,2.6,252800
-118.08,34.01,1091,33,3.9,1,4.8,2.8,176400
-118.28,33.84,2326,27,3.1,1,4.3,3.9,187900
-118.08,33.88,1901,30,5.4,1.1,3.8,3.3,120100
-118.14,33.71,2484,36,1.8,1.2,5.6,5.2,500001
-118.31,33.84,1819,52,2.5,1.1,4.3,3.6,270700
-120.65,37.33,1731,25,3.1,1.2,6.5,4.1,107600
-122.3,38.32,2063,20,2.3,1.1,4.5,2.5,153200
-122.31,38.32,3997,35,3,1.1,5.7,3.3,138100
-117.82,33.88,5392,15,3.1,1.1,6.5,6.2,280300
-117.91,33.82,1444,29,3.8,1.2,5.3,2.4,182900
-117.91,33.78,4297,26,3.7,1.1,4.4,3,184000
-116.89,33.75,2719,23,1.9,1.1,5.6,2,81700
-117.31,34.53,2299,26,2.9,1.1,5.2,2.6,79900
-117.06,32.63,4168,29,2.9,1,5.9,4.2,169800
-122.13,37.46,2247,31,3.4,1.1,4.4,3.3,185600
-122.2,37.35,3095,17,2.8,1,7.3,13.3,500001
-122.24,37.85,1467,52,2.8,1.1,8.3,7.3,352100
-122.28,37.87,1777,46,1.9,1,4.1,2.9,212000
-115.53,32.97,2231,34,3.1,1.1,4.4,1.5,60300
-115.95,33.28,99,12,2.2,1.5,5.8,1.9,53800
-118.48,34.24,2621,32,3.1,1,6.3,6.7,267600
-118.46,34.18,2582,27,2.8,1,3.6,3.1,174200
-118.36,34.07,1821,40,1.8,1,4.1,2.3,355200
-118.44,34.01,1408,43,2.7,1,5.9,4.6,400000
-117.96,34.14,907,9,3.2,1.1,4.7,3.9,179600
-118.35,33.97,1864,25,3,1.1,3.2,2.2,159400
-116.95,33.79,2399,20,3.2,1,4.4,1.9,77700
-121.34,38.62,4021,20,2.3,1.2,5.5,2.5,153000
-117.12,32.76,2160,28,2.4,1.1,3.8,1.9,128100
-117.08,32.69,2558,31,3.9,1,5.2,3.5,117000
-121.32,38.02,2851,26,3.1,1.1,5.7,3.5,99100
-121.44,37.74,456,25,3.5,1.1,4.3,3.1,112500
-122.43,40.66,2532,15,2.6,1,5.6,2.5,92200
-122.18,38.17,4093,7,3.5,1,6.3,5.3,161300
-121.57,39.12,2601,30,3.4,1.1,5.1,2.1,56600
-121.91,37.68,1804,20,3.2,1,6.9,6.2,262900
-118.4,34.15,2515,44,2,1.1,5.2,5.1,374500
-118.19,34.08,1241,38,4,1.1,4.7,2.3,115500
-118.28,34.03,943,45,4,1.2,4,2.1,151600
-118.29,34.01,2238,50,3.9,1.2,3.8,1.7,125000
-118.26,33.97,1295,46,3.5,1.1,4,1.7,98200
-118.21,33.79,1598,39,4.2,1.2,4,2.4,141800
-118.42,33.9,1929,29,1.5,1.2,4.2,5.5,500001
-117.81,33.71,2666,16,3.5,1.1,7.7,7.4,302400
-121.18,38.73,1584,16,2.7,1.2,7,6,273100
-117.48,34,6751,12,2.9,1,6,3.9,145500
-117.33,33.67,4376,27,3.1,1.2,5,1.9,100600
-116.93,33.93,7804,13,2.2,1.1,5.3,2.1,95600
-121.3,38.58,1537,16,3,1,4.1,2.6,90700
-116.84,33.02,1227,11,3.3,1,6.2,5.7,209800
-122.43,37.76,2356,52,1.9,1,4.9,4.3,455400
-122.49,37.74,1472,44,2.7,0.9,4.8,5.7,300000
-121.28,38.02,1868,8,3.2,1,4.8,3.2,95900
-121.11,37.76,2606,22,3.2,1,6.6,4.2,192100
-120.46,34.65,2143,10,2.1,1.1,3.9,2.1,103300
-121.58,37.03,3120,16,3.5,1,4.6,3.6,198600
-120.64,37.7,284,16,5.2,1.1,6.2,1.9,137500
-122.27,37.77,5679,23,2.3,1.1,4.9,4.8,291700
-122.02,37.8,6200,11,2.6,1,6.9,7.7,359300
-124.16,40.8,1703,52,2.2,1.2,3.9,1.1,74100
-118.93,35.37,2412,34,3.7,1.1,5.7,2.7,62800
-118.44,34.25,1121,33,4.4,1,4.8,4.9,173700
-118.46,34.05,6902,25,1.7,1.2,3.7,2.7,410000
-118.01,33.95,1755,35,2.7,1.1,6.1,5.1,296700
-118.12,33.8,1257,36,2.5,1,6,5.4,251400
-121.32,38.69,13796,11,2.7,1.1,6.1,3.9,124500
-117.36,34.09,3616,32,3.6,1.1,6.1,3.3,95500
-122.16,37.45,196,50,1.8,1,4.7,7.6,412500
-121.8,37.35,2781,15,2.9,1.1,5.9,5.6,223300
-121.94,38.37,1156,14,2.5,1,5.1,3.2,143800
-120.82,37.49,1611,25,3.4,1.1,6.2,3.6,122400
-119.12,34.38,7200,28,3.1,1,5.8,4.1,237900
-119.3,34.27,1527,17,1.6,1.2,3.6,1.6,187500
-122.27,37.85,751,40,2.5,1.1,4.5,1.4,147500
-122.25,37.79,629,50,3.8,1,3.2,2.6,125000
-122.16,37.7,1719,36,2.7,1,5.5,4.4,193500
-122.03,37.55,3087,26,3.3,1.1,6.4,4.9,217300
-119.92,38.91,3831,15,3,1.9,11.7,5.1,162500
-118.31,34.06,2124,52,2.5,1,2.8,2.1,328900
-118.25,34.01,481,28,4.7,1.1,3.8,1.2,90300
-118.23,33.94,1110,36,4.7,1,3.7,2.3,92100
-118.43,34.3,271,28,4,1,4.4,1.7,164600
-117.77,34.07,2922,36,3.8,1,4.7,2.9,124000
-118.2,34.21,1493,42,3,1.1,6.7,6.8,443900
-118.12,34.08,2248,35,2.8,1,3.6,3,253900
-118.25,33.91,1950,36,3,1,5.2,3.1,119300
-118.12,33.91,682,34,3.4,0.9,4.7,4.6,173800
-118.14,33.86,1436,44,3.2,1.1,6.2,4.6,213400
-118.14,33.84,3002,36,2.8,1,6.4,4.9,228900
-118.32,33.88,1803,34,2.8,1,5.4,5.6,280300
-118.39,34.08,1244,52,1.6,1.1,4.4,3.5,430800
-120.84,37.43,2892,32,3.3,1.1,6,3.8,164500
-116.21,33.68,584,34,3.8,1.1,3.5,1.6,100000
-121.49,38.5,1715,30,3.2,1,6.5,3,87900
-121.47,38.48,2359,24,4.3,1,5,3.3,67300
-117.08,32.74,1434,35,3.3,1.1,6.3,2.4,135100
-117.12,32.8,1727,31,2.6,1,5,3.8,166300
-117.29,33.06,2110,20,3.1,1,6.5,6.2,338700
-120.86,35.39,1664,23,2.3,1.3,6,2.7,188300
-120.65,35.12,2949,19,2.6,1.2,5.4,3,178100
-122.24,37.49,322,19,1.9,1.1,3.2,2.6,500001
-121.88,37.26,1893,13,2.2,1.1,4.1,3.8,204700
-121.8,37.34,1642,25,4.1,1.1,5.9,5.2,231400
-121.84,37.27,3624,9,2.6,1.1,5,4.2,198400
-121.61,37.03,6529,5,3.1,1,6.7,5.7,298500
-122.89,38.38,2017,16,2.8,1.1,6,5.8,267500
-122.24,37.72,18634,5,2.7,1.1,6.9,7.6,350700
-122.15,37.72,1616,31,2,1,4.3,2.9,210900
-122.12,37.68,2412,37,2.6,1.1,6.4,4,191100
-119.78,36.79,2260,33,2.3,1.1,5.5,2.9,68300
-117.86,34.13,630,29,2.6,1,4.3,3.4,170800
-117.73,34.03,1967,42,4.2,1.1,5.7,3,118100
-118.12,34.19,2405,52,3,0.9,7.5,8.8,444100
-118.4,34,2122,44,2.8,1.1,5.8,4.7,344300
-123.15,39.74,608,23,2.6,1.3,5.6,2.9,70000
-121.4,36.38,2288,39,3.5,1.3,5.6,3.3,190600
-117.98,33.84,984,35,3.3,0.9,4.9,5.1,189600
-117.95,33.68,2249,26,3.5,0.9,6,5,265000
-118.06,33.83,3941,21,2.8,1,5.9,4.9,343900
-121.09,38.97,1467,13,3,1,6.4,5.3,191900
-117.4,34.18,1769,16,7.1,1,7.1,5.4,181800
-117.14,32.71,1694,34,3.5,1.1,4,2.1,139400
-117.24,32.75,1989,41,2.1,1.1,4.1,2.8,226000
-117.06,32.6,1088,24,4.5,1.1,4.4,2.4,107300
-117.29,33.1,6091,6,2.2,1.1,6.4,5.2,259800
-121.22,37.82,4452,13,2.9,1,4.8,3.2,141500
-122.82,38.39,1437,32,3.1,1.1,5.9,4.7,240900
-119.34,36.31,1635,14,2.2,1.1,4.1,2.7,88900
-122.2,37.81,2964,45,2.5,1,7,6.8,323500
-122.13,37.72,1134,25,2,0.9,6.6,6.5,371200
-120.65,38.42,1538,23,2.7,1.1,5.8,2.6,116700
-123.74,40.66,2395,25,2.6,1.2,6.4,3,136000
-118.36,34.21,337,41,4,1.3,6.7,1.9,152900
-118.13,34.13,2826,52,2.5,1,7.7,8,500001
-118.01,33.96,1805,36,2.9,0.9,5.9,5.3,273500
-118.04,33.95,1945,35,3.4,1,5.4,5.2,171900
-117.99,33.9,2161,33,3.2,1,5.6,5.6,202800
-118.18,33.77,2048,41,1.6,1.1,3.8,2.6,193800
-118.4,34.1,3979,27,2.6,1,7.7,15,500001
-119.94,37.04,1636,14,3.4,1.1,7.3,3.1,88500
-122.47,38.51,2487,18,2,1,4.9,3.6,187500
-117.09,34.01,106,37,2.3,1.5,8.8,4.1,131300
-116.45,32.65,2680,22,3.2,1.3,5.2,2.2,127100
-122.48,37.76,1845,52,3,1,5.5,4.1,331300
-121.28,38.11,2974,10,2.7,1,5.2,3.9,136800
-120.48,35.02,2721,17,3.4,1,5.5,3,204800
-122.16,37.46,2663,32,1.9,0.9,3.6,4.3,410200
-120.43,34.88,2580,22,3.1,1,6.9,5,158600
-121.89,37.3,2639,46,2.2,1.1,6.2,5.1,331600
-122.07,37.39,1695,30,2.1,1.1,3.8,3.5,352500
-122.39,40.58,1625,44,2.7,1.1,4.7,1.6,68900
-122.4,40.57,1321,23,3.4,1.2,6,1.7,90100
-122.05,38.25,1336,37,2.9,1.1,5.8,3.8,99000
-122.58,38.38,3800,27,2.6,1.2,6.3,4.7,306600
-119.05,34.35,950,39,4.4,1,3,2.2,146600
-121.56,39.08,1377,26,2.9,1.1,5.2,1.5,48300
-122.25,37.82,2474,52,2.8,1,6.2,5.9,340700
-119.79,36.75,377,52,5.5,1,3.9,1,45000
-120.06,36.72,981,32,3,1,3.9,1.8,60400
-120.38,36.75,1689,25,3.8,1.1,3.7,1.9,60000
-115.52,32.98,1302,21,3.9,1,4.1,2.2,66400
-118.57,34.17,2072,35,2.7,0.9,6.1,6.1,327300
-118.33,34.08,1777,52,1.5,1,4.1,3.5,500001
-118.24,33.94,796,34,4.7,1.3,5.5,2.1,88300
-117.93,34.09,782,35,3.1,0.9,4.8,4.2,161300
-118.11,34.17,2837,46,2.7,1.1,5.2,3.1,234600
-118.24,33.88,1843,37,3.4,1,5.3,2.5,111000
-118.33,33.89,1816,42,2.9,1.1,5.9,5.2,230800
-118.19,34.65,1781,33,2.9,1,5.7,4,126800
-120.06,36.96,1288,44,2.5,1,4.5,1.7,61400
-121.92,36.61,1242,21,2.3,0.9,3.4,2.5,243800
-117.93,33.71,2775,10,2.5,1.1,4.4,4.1,158800
-118.03,33.77,3803,21,1.8,1.1,4.6,3,221200
-121.31,38.58,2421,10,1.9,1.2,4.9,2.5,112500
-121.28,38.59,4188,3,2.1,1.1,4.2,3,92500
-117.28,34.15,1734,36,2.3,1.1,6.7,3.8,122200
-117.06,34.9,2828,36,2.4,1.2,3.8,1.4,59600
-116.97,32.74,7410,14,2.8,1.1,5.8,4.2,176100
-121.9,37.44,1646,4,2.1,1,4,5.1,265500
-121.98,37.16,2533,42,2.4,1.1,6.4,5.3,279900
-120.95,37.73,3609,12,3.6,1,4.9,2.9,92700
-122.19,40.2,2750,30,2.8,1,5.9,3.5,73600
-121.53,38.6,5154,25,3,1,4.8,2.8,80200
-122.04,37.62,657,35,2.5,0.9,4.9,3.8,204200
-121.76,37.7,3980,9,2.5,1.1,5.9,5.7,256700
-121.83,39.76,9831,12,2.6,1.1,5.5,3.1,112600
-119.72,36.75,1691,27,2.6,0.8,5,4,86900
-118.29,34.09,2716,34,2.9,1.1,2.7,1.8,187500
-118.34,34.07,2066,52,3.3,1.1,7,5.9,450000
-118.14,34.02,1307,45,3.8,1.1,5.2,2.8,178300
-118.27,33.91,1786,42,3.5,1,4.8,2.6,101100
-118.3,33.94,3504,36,3,1,4.2,2.6,114900
-118.49,34.02,2075,30,1.7,1.2,3.5,3.2,366700
-118.86,34.07,1409,16,5.6,1.4,8.2,8,500001
-121.02,39.25,1549,52,2.4,1.1,6.2,2.2,155400
-117.95,33.63,1496,29,2.2,1.3,7,6.1,500001
-116.56,33.83,1765,36,1.7,1.5,6.7,2.6,321900
-121.45,38.51,4221,29,2.7,1.1,5,2.2,75900
-117.06,32.58,3435,13,2.5,1,4.9,3.5,107600
-117.19,33.18,3561,7,2.9,1.1,5.4,4.1,209700
-122.37,40.6,5178,7,2,1,4,2.4,111400
-122.76,38.46,4742,14,2.9,1,6.5,4.5,199200
-120.8,37.53,1162,29,3.2,1.1,5.2,2.2,90600
-122.23,40.17,1401,21,2.2,1.1,4.7,2.2,64700
-123.41,40.61,769,17,2.4,1.6,6.1,1.8,55000
-119.39,36.54,1408,30,3.7,1,4.4,1.7,59100
-119.26,36.5,1689,35,4.5,1.1,5.1,2.6,74300
-121.81,37.99,2807,18,3,1,6.4,4.8,170400
-124.16,41.92,1668,19,3,1.1,5.9,2.1,75000
-119.73,36.8,1316,24,3,1,5.1,3.8,69200
-119.76,36.83,3690,17,3.1,1,6.1,4,84200
-119.03,35.36,1944,41,2.5,0.9,5,3.9,81300
-119.45,35.16,3437,34,2.9,1.1,5.7,2.4,52900
-118.37,34.06,843,52,2.2,1.1,5.6,4.5,446000
-118.33,34.19,1505,45,2.5,1.1,4.7,3.1,217000
-117.92,34.06,2894,35,3,1,6,5.2,224900
-118.09,34.14,3092,40,2.7,1,5.8,5.3,373800
-118.24,33.92,1772,40,3.5,1.1,5.5,3.3,96100
-118.08,33.92,2118,34,3.2,1,4.8,3.7,166800
-118.14,33.86,1276,44,2.5,1.1,6,4.9,218300
-118.33,33.91,10731,8,2.4,1.1,3.5,2.5,192700
-118.41,34.07,2979,47,1.9,1.1,5.2,4,500001
-118.32,34.62,1398,31,3,0.9,4.7,4.8,264900
-117.96,33.86,2366,32,2.7,1.1,5,3.4,190000
-117.31,34.08,1697,43,3.4,1.1,4.8,1.9,74600
-117.12,34.06,281,38,2.9,1.1,5.4,1.4,120800
-122.47,37.75,2713,51,2.7,1,6.8,9.4,500001
-120.25,36.65,1177,31,3.3,1,5.3,2.5,66000
-118.96,35.38,2417,41,2.4,1.1,6,3.1,85600
-117.67,35.63,3661,32,2.3,1.1,5.2,3.1,63500
-118.34,34.02,1609,49,2.3,1,4.1,2.5,136600
-118.41,34,3550,30,4.3,1.1,4,3.2,271200
-118.15,34.19,1717,47,2.9,1.1,5.8,3.6,160700
-118.36,33.88,2845,25,2.6,1.1,4.5,3.2,267400
-118.56,34.37,3927,23,2.8,1,5.6,4.9,202600
-119.82,37.57,1713,13,2.7,1.4,7.1,2.7,92400
-120.67,37.37,164,18,3.3,0.9,5.1,1.7,87500
-122.25,38.17,778,34,3,1,5.7,4.3,121300
-117.8,33.67,2487,5,2.9,1,6.3,8.3,302500
-117.89,33.61,1790,41,1.9,1.3,6.3,6,500001
-114.6,33.6,1988,21,2.7,1.1,4.6,1.6,62000
-121.46,38.57,893,52,2.3,1,5.6,3.2,213200
-117.28,34.17,3106,26,2.4,1.1,5.4,3.2,122200
-116.86,34.31,1649,19,2.5,2.2,10.9,4.1,133000
-117.11,32.79,2574,16,1.6,1.1,3.6,3.4,96900
-117.05,33.03,5180,14,1.7,1.1,5.2,4.5,222200
-121.76,37.33,4153,5,3.5,1,6,5.6,286200
-121.98,37.33,3742,30,2.7,1,5.9,6.1,302400
-122.64,41.73,3319,36,2.4,1.1,5.3,1.9,71200
-123.01,38.48,1179,37,2,1.6,6.7,1.4,118300
-118.85,34.19,2287,27,3,1,7.1,6.5,349400
-121.58,39.51,1865,24,2.8,1,4.8,1.6,56700
-121.7,39.36,1210,46,2.2,1,5,1.9,63900
-122.04,39.22,1446,27,2.4,1.1,5.2,3.3,92800
-121.97,38.03,3685,17,3,1.1,5.7,3.7,139800
-122.07,37.96,1217,37,2.9,1,6.3,5,196200
-122.02,37.95,3526,22,3.3,1,6.9,5.7,237000
-119.88,36.81,2288,30,3.4,1.1,5.4,1.3,61200
-119.04,35.36,1942,36,2.6,1,4.7,1.8,66900
-118.83,35.2,1959,17,3.9,1.1,4.3,2.1,53500
-118.54,34.17,1080,11,2.4,1.1,6.8,6.1,315900
-118.29,34.03,3544,29,2.7,1.1,2.9,1,258300
-117.95,34.07,1987,37,3.4,1.1,5.3,4.1,176500
-118.21,33.94,710,34,4.9,0.9,3.1,2.8,141100
-118.13,33.9,1814,36,2.6,1,5.2,3.5,208400
-117.17,34.08,1473,5,3.3,0.9,5.7,4.9,138100
-117.04,32.98,1332,16,3.3,1,6.9,6,192900
-117.09,33.03,2786,17,3.1,1,7,6.4,220700
-122.41,37.79,3302,52,1.6,1.2,4.5,3.4,500001
-122.2,37.43,3294,22,2,1.1,5,5.2,500001
-122.69,38.44,1356,35,2.9,1.1,6.3,3.6,168300
-118.86,34.21,3354,26,3.1,1,5.2,4.2,211800
-121.39,39.39,189,52,3.3,0.9,5.1,3,60000
-122.37,37.93,709,37,3.7,1.1,4.1,0.9,84200
-119.8,36.76,2224,52,2.1,1,5.5,2.4,78400
-119.25,35.77,1618,35,3.6,1,4.1,1.7,56500
-118.49,34.24,1971,34,3,1,6.4,6.1,262300
-118.61,34.19,703,34,2.9,1,5.5,4.3,210100
-118.37,34.05,2369,41,2.4,1,4.5,3,296100
-118.05,34.11,3677,42,2.9,1,5.9,5.2,426500
-118.12,34.07,1050,43,3.4,1,4.3,2,215600
-118.08,33.99,2024,36,3.5,1,3.5,2.8,163900
-118.06,33.9,1161,37,3.7,1.1,4.9,4.4,158000
-118.09,33.8,1724,36,2.6,1,5.3,4.5,253900
-118.17,33.79,1219,28,5.2,1.2,3.5,1.8,118300
-120.6,37.35,3874,19,3.5,1,5.5,3.3,88600
-120.51,37.32,2109,13,2.4,1,4.5,2.3,89600
-117.9,33.65,2043,28,2.5,1,4.5,5.3,261800
-120.53,39.79,1234,18,2.7,1.3,6.1,2.5,71900
-120.15,39.8,785,19,2.6,1.1,5.6,3.1,82500
-117.43,33.95,2284,36,3.5,1.1,5.6,4.1,104500
-121.39,38.59,1151,34,2.2,0.9,4.6,2.8,113600
-121.29,38.61,1814,26,3,0.9,5.7,4.5,110500
-117.69,34.06,1881,25,3.2,1,4.5,2.6,144000
-117.38,34.12,5959,17,3.8,1.1,5.5,2.4,105200
-122.49,37.78,3304,46,2.3,1,4.3,3.6,352200
-122.41,37.59,2401,40,2.5,1.1,6.7,5.6,422400
-121.56,37.08,6725,17,3.4,1,6.6,6.4,393100
-122.66,38.42,5315,14,2.4,1.1,5.6,4,208400
-119.3,36.31,2234,16,3.2,1,6.2,4.3,97300
-118.77,34.27,3074,7,2.8,1.2,4.7,2.7,196400
-122.15,37.72,1190,47,2,0.9,4.5,3.4,198300
-122.08,37.64,1116,36,2.9,0.9,4.9,5.7,177900
-122.04,37.53,4458,25,3.4,1,5,4,218500
-122.36,37.93,1258,17,3.9,1.1,5.5,3.1,121600
-119.44,36.59,1153,32,3.2,1,4.8,2.8,67600
-120.66,40.41,2081,52,2.5,1.1,5,2.3,70200
-118.18,34.11,1523,33,2.5,1.3,5.1,2.7,183800
-118.33,34.02,1667,45,2.5,1.1,4.5,1.9,118200
-118.25,33.8,1697,36,3.2,1,4.3,3.4,163100
-117.9,34.13,1126,5,2.6,1,3.6,1.5,139800
-118.13,33.94,522,34,2.7,1,3.8,3.5,265000
-117.89,33.86,1395,28,3.4,1.1,3.9,3.3,193800
-117.68,33.59,3473,12,3.5,1,7.7,8.9,314000
-117.69,33.63,1444,23,3.1,1,5.7,4.9,273800
-117.95,33.84,1229,34,4.8,1,5.6,3.5,180000
-117.92,33.83,1072,36,3.3,1,5.5,5,179300
-121.54,38.5,6093,15,2.4,1.1,6.1,4.2,183600
-117.09,34.07,6260,24,2.6,1.1,5.3,2.5,103000
-117.24,34.59,5027,4,2.7,1.2,7.3,3.6,186100
-117.13,32.75,2279,28,1.9,1.1,3.7,2,150000
-117.11,32.76,1457,28,2,1.2,4.3,2,122700
-117.07,32.71,4151,26,4.1,1.2,6,2.8,123400
-117.17,32.69,2802,19,1.9,1.3,4.7,4.8,334600
-121.21,37.8,300,44,2.2,1,4.1,2.2,120800
-122.25,37.49,2709,40,2.3,1,5.3,4.6,395500
-119.7,34.41,1526,52,3.6,1,3.4,2.2,226500
-121.9,37.36,1141,38,3.5,1.1,3.9,2.7,182500
-122.14,37.7,1266,36,2.5,1,5.3,4,194100
-122.1,37.69,746,41,2.4,0.9,4.6,3.9,178400
-122.65,38.96,2143,27,2.5,1.6,5.8,1.7,63200
-121.07,40.85,976,17,2.9,1.2,5.6,3.7,80800
-118.55,34.2,2549,21,2.6,1,4.1,3.7,179800
-118.28,34.08,1618,42,3.3,1.2,3.7,3.2,182000
-118.18,34.09,1688,44,4.2,1.1,4.4,3.4,184900
-118.35,34.04,1956,36,3.1,1.1,3.6,1.9,150700
-117.78,34.07,3610,18,3.8,1,4.7,4,113500
-117.93,34.07,1207,36,3.2,1,5.7,5.4,207300
-118.09,34.1,1904,40,3.3,1.1,5.2,3.7,210400
-118.14,34.03,1447,38,3.7,1,5.1,4.1,211500
-118.11,33.94,2098,32,2.7,1,5.5,5,255400
-120.83,37.07,3736,16,2.7,1,5.1,2.6,120200
-117.88,33.89,3583,19,2.6,1.1,4.1,3,218400
-118.05,33.82,2997,21,3.6,1,8.1,8.6,386700
-121.28,38.8,9003,7,2.8,1.1,5.7,3.8,147900
-117.28,33.66,4573,15,3,1.1,5.5,2.7,163600
-116.95,33.75,2238,19,2.4,1.1,4.4,2.1,85800
-121.47,38.53,543,44,4.1,1.2,4.3,1.4,65400
-117.66,34.06,1405,39,4.4,1,4.2,1.6,91800
-117.35,34.12,5640,22,3.6,1,6.4,4.2,126500
-117.28,34.26,3895,18,2.9,1.8,10.4,3.4,133600
-117.03,32.65,1111,14,3.3,1,7.7,7.6,290500
-117.1,33.07,2402,16,3,0.9,6.6,8.7,347300
-119.71,34.42,1411,52,3.6,1.1,4.6,4.1,252900
-121.77,37.33,3160,9,3.6,1,6.7,7.5,348400
-121.86,37.4,1386,21,3.7,1,5.4,6.5,258500
-120.92,39.56,1276,48,2.5,2,8.8,1.9,66600
-118.75,34.17,6217,18,3.2,1,7.5,6.8,325900
-122.28,37.82,1489,52,3,1.4,6.1,0.8,85300
-122.27,37.9,2079,52,2.5,1,7.6,8,374400
-119.39,36.64,949,38,3.1,1,5.1,2.4,80000
-119.83,36.37,1549,25,3,1,5.7,2.7,101400
-118.42,34.18,1013,40,2.7,0.9,6.1,5.7,382400
-118.29,34,1807,41,3.7,1.1,3.8,1.2,111700
-118.49,34.05,1918,42,2.8,1,8.6,15,500001
-118.26,33.78,1672,27,3.7,1.1,3.6,2,174500
-118.28,34.18,2602,52,2.7,1,6.2,5.3,358000
-118.3,34.19,1502,51,2.5,1.1,6.5,4.4,332400
-117.82,34.12,3118,26,2.8,1,5.7,5.3,209400
-121.61,36.69,9899,19,4.5,1,3.9,2,118500
-117.94,33.84,604,28,2.9,1,2.9,3.6,182100
-118.05,33.85,2856,25,3.4,1.1,7.9,6.2,313100
-116.5,33.81,5032,26,2.6,1,4.3,2.5,94800
-117.33,34.13,2335,30,3.9,1.2,7.5,2.2,93200
-117.25,33.19,1891,18,3,1.1,6.8,4.6,207000
-120.86,35.4,2787,21,2.2,1.3,5.6,2.7,186200
-122.72,38.44,188,52,4.2,0.9,2.6,0.9,129200
-120.85,37.77,404,35,2.6,1,4,2.5,75000
-121.61,39.13,1432,21,2.8,1,4.3,1.7,83800
-122.27,37.89,3046,52,2.7,1,8.4,8.8,430500
-122.34,37.94,1611,31,1.9,1.1,3.9,1.7,145500
-120.63,38.75,3145,17,2.6,1.1,5.6,2.7,117500
-119.74,36.8,10862,18,2.5,1.1,4.9,2.5,74300
-119.69,36.79,2613,5,3.1,1,5.4,4.1,83000
-119.22,35.68,2874,16,4.7,1,4.4,1.9,55200
-119.23,35.77,2636,26,2.9,1,5.4,4.2,84000
-118.26,34.06,1950,33,3.7,1,1.9,1.7,110000
-118.27,34,1748,46,4.2,1.1,4.3,2.1,103800
-118.07,34.01,1391,36,3.7,1,5.1,3.2,176800
-118.49,34.01,651,28,1.9,1.5,3.7,2,500001
-119.87,36.93,1429,13,3.4,1,7,4.4,111800
-118,33.87,2086,13,2.9,1.2,4.5,3,165600
-117.42,33.93,2885,32,2.6,1,4.9,3.2,125600
-121.48,38.57,2809,38,1.6,1,3.6,1.9,114100
-117.69,34.05,1875,10,2.9,1,5.2,4.3,128900
-117.18,34.04,2492,38,2.7,1,6.8,3.7,152800
-122.39,37.73,1070,52,2.7,1.1,5.2,2.9,189000
-122.39,37.58,6026,36,2.6,1,6.8,7.9,500001
